PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40064915,Comprehensive immunophenotyping reveals distinct tumor microenvironment alterations in anti-PD-1 sensitive and resistant syngeneic mouse model.,2025-03-10,Takayuki Hamasaki; Kazuhiko Inoue; Hirofumi Minomo; Ichiro Nagata; Naoto Horai,"Drug Safety Research Laboratories, Shin Nippon Biomedical Laboratories, Ltd., 2438 Miyanoura, Kagoshima, 891-1394, Japan.",
40064906,Does swallow rehabilitation improve recovery of swallow function after treatment for advanced head and neck cancer.,2025-03-10,Yung-An Tsou,"Department of Otorhinolaryngology, China Medical University Hospital, No. 2, Yude Rd., North Dist, Taichung, 404327, Taiwan (R.O.C.). d22052121@gmail.com.",
40064895,Magnetically triggered thermoelectric heterojunctions with an efficient magnetic-thermo-electric energy cascade conversion for synergistic cancer therapy.,2025-03-10,Xue Yuan; Yong Kang; Ruiyan Li; Gaoli Niu; Jiacheng Shi; Yiwen Yang; Yueyue Fan; Jiamin Ye; Jingwen Han; Zhengcun Pei; Xiaoyuan Ji,medical co,
40064880,"Tebentafusp, a T cell engager, promotes macrophage reprogramming and in combination with IL-2 overcomes macrophage immunosuppression in cancer.",2025-03-10,Esra Güç; Agatha Treveil; Emma Leach; Anna Broomfield; Antonio Camera; James Clubley; Anastasiya Kazachenka; Rahul Khanolkar; Sarah Stanhope; Laura Collins; Koustubh Ranade; Adel Benlahrech,immunocore ltd,
40064873,Cell death in tumor microenvironment: an insight for exploiting novel therapeutic approaches.,2025-03-10,Wenxin Wang; Tong Li; Kui Wu,"BGI Genomics, Shenzhen, 518083, China.; BGI Genomics, Shenzhen, 518083, China. wukui@genomics.cn.",
40064854,A real-world experience of efficacy and safety of belantamab mafodotin in relapsed refractory multiple myeloma.,2025-03-10,Christopher Strouse; Ethan Chen; Hira Shaikh,holden co,
40064842,Significant attenuation of fully automated thrombin generation in newly diagnosed multiple myeloma patients after induction therapy.,2025-03-10,Diego Velasco-Rodríguez,"Department of Hematology, Hospital Universitario Fundación Jiménez Díaz, IIS-FJD, Avenida Reyes Católicos 2, 28040, Madrid, Spain. diegovelascorodriguez@gmail.com.",
40064834,Olaparib increases chemosensitivity by upregulating miR-125a-3p in ovarian cancer cells.,2025-03-10,Jianwen Gao,"College of Health Management, Shanghai Jian Qiao University, No.1111, Huchenghuan Road, Pudong New Area, Shanghai, 201306, China. george_gao888@163.com.",
40064818,15 Years Old ALK Gene from Birth to Adolescence; Where to in NBL.,2025-03-11,Salma Elmenawi,"Clinical Research Department, Children's Cancer Hospital Egypt, 57357, 1-Sekket Elemam-Sayeda Zeinab, Cairo, Egypt. s.menawi@gmail.com.",
40064753,"Defining Predictive Factors for Permanent Chemotherapy-Induced Alopecia: Trichoscopy, Reflectance Confocal Microscopy and Histopathology Study on 77 Patients.",2025-03-10,Francesca Pampaloni,"Dermatology Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna, Italy. francesca.pampaloni@gmail.com.",
40064710,Targeting EGFR and PI3K/mTOR pathways in glioblastoma: innovative therapeutic approaches.,2025-03-10,Gursimran Singh; Khadga Raj Aran,isf co,
40064692,Comparison of short- and long-term outcomes of robotic versus laparoscopic gastrectomy for locally advanced gastric cancer after neoadjuvant therapy: a high-volume center retrospective study with propensity score matching.,2025-03-10,Yanbing Zhou,"Department of General Surgery, Affiliated Hospital of Qingdao University, 16# Jiangsu Road, Qingdao, 266000, Shandong Province, People's Republic of China. qdfyzhouyanbing@163.com.",
40064679,"Evaluation of chemotherapy-induced nausea and vomiting in low, moderate, and highly emetogenic schemes between sexes.",2025-03-10,Marta Albanell-Fernández,"Pharmacy Department, Division of Medicines, Hospital Clinic of Barcelona, Barcelona, Spain. marta.albanell.95@gmail.com.",
40064578,Advances of PET/CT in Target Delineation of Lung Cancer Before Radiation Therapy.,2025-03-09,Claus Belka,german cancer co,
40064574,Racial Diversity and Co-Mutational Analysis of Biologically Relevant Alterations in EGFR Mutant Lung Cancers.,2025-02-14,Emily Teslow; Ellen Jaeger; Melissa C Stoppler; Calvin Chao,"Tempus AI, Inc, Chicago, IL.",
40064573,"The PESGA Trial: A Prospective, Open-Label, Single-Arm, Phase II Study to Evaluate First Line Therapy for Extensive-Stage Small Cell Lung Cancer (ES-SCLC) Patients, Treated by Induction Carboplatin/Etoposide/Pembrolizumab Followed by Maintenance of Pembrolizumab/ Sacituzumab Govitecan.",2025-02-13,Laila C Roisman,"The Helmsley Cancer Center, The Hebrew University of Jerusalem Shaare Zedek Medical Center Shmuel Beit 12, Jerusalem, Israel. Electronic address: dr.roisman@gmail.com.",
40064481,Neoadjuvant treatment for incidental gallbladder cancer: A systematic review.,2025-03-11,Ghassan K Abou-Alfa; Lalit Mohan Sharma; Vinay K Kapoor,trinity co; weill cornell college at co; mahatma gandhi medical co,
40064384,Deciphering a crosstalk between biological cues and multifunctional nanocarriers in lung cancer therapy.,2025-03-08,Jaiprakash Sangshetti,chavan co,
40064297,"Real-world evidence regarding cancer, mortality, and graft failure risk with de novo belatacept use among kidney transplant recipients in the United States.",2025-03-08,Judy R Rees; Fiona Zwald,dartmouth co; the university of co,
40064252,FK506-binding proteins: Emerging target and therapeutic opportunity in multiple tumors.,2025-03-08,Hang Ke; Long Chen; Haibo Zhang; Ying Wang; Tao Song; Aihong Bi; Qiang Li; Hailong Sheng; Yongshi Jia; Weijun Chen; Hanchu Xiong,hangzhou medical co,
40064251,"Artificial Intelligence and Whole Slide Imaging, a new tool for the Microsatellite Instability prediction in Colorectal Cancer: friend or foe?",2025-03-08,Giuseppe Biscaglia; Paola Parente; Tiziana Pia Latiano; Maria Guerra,"Pathology Unit, Fondazione IRCCS Casa Sollievo della Sofferenza, 71013 San Giovanni Rotondo, Italy. Electronic address: paolaparente77@gmail.com.; Oncology Unit, Foundation Casa Sollievo della Sofferenza IRCCS, 71013 San Giovanni Rotondo, Italy. Electronic address: latiano.tiziana@gmail.com.; Division of Gastroenterology, Fondazione IRCCS - Casa Sollievo della Sofferenza, San Giovanni Rotondo, Italy. Electronic address: mariellaguerra90@gmail.com.; Division of Gastroenterology, Fondazione IRCCS - Casa Sollievo della Sofferenza, San Giovanni Rotondo, Italy. Electronic address: giuseppe.biscaglia@gmail.com.",
40064250,Consolidative Radiotherapy in Oligometastatic and Oligoprogressive NSCLC: A Systematic Review.,2025-03-08,Omid Yazdanpanah; Misako Nagasaka,chao family co,
40064226,β-elemene: A promising natural compound in lung cancer therapy.,2025-03-08,Dan Zhang,"Department of Pediatrics, Shengjing Hospital, China Medical University, Shenyang, Liaoning Province, 110004, China. Electronic address: danzhangedu@gmail.com.",
40064135,Resilient STR loci under gamma radiation: A preliminary study on DNA stability in buccal swabs.,2025-03-06,Ali H Alomari; Abdul-Wali Ajlouni,al-qunfudah university co; scientific co,
40063999,Intramedullary primary spinal cord melanoma: illustrative case.,2025-03-10,Shimon Garrel,suny downstate co,
40063947,Development of a Voice-Activated Virtual Assistant to Improve Insomnia Among Young Adult Cancer Survivors: Mixed Methods Feasibility and Acceptability Study.,2025-03-10,Daniel Greenberg,mediarez llc,
40063899,Pistol Ribozyme-Driven Catalytic Spherical Nucleic Acid Integrates Gene and Chemotherapy for Enhanced Cancer Therapy.,2025-03-10,Jingjing Zhang; Xuelin Zhan; Yijin Liu,"China Regional Research Centre, International Centre of Genetic Engineering and Biotechnology, Taizhou 212200, China.; frontiers science center for cell responses and co",
40063683,Evaluating the Impact of Induction and Consolidation Total Neoadjuvant Therapies Compared to Conventional Chemoradiotherapy for Locally Advanced Rectal Cancer: A Systematic Review and Network Meta-analysis.,2025-03-11,Chinock Cheong; Sung Ryul Shim; Jeonghyun Kang,konyang university co; yonsei university co; korea university co,
40063639,Exploring the experiences of cancer patients: What drives them to seek treatment outside their residential area and what are the experiences resulting from that decision? A qualitative study.,2025-01-01,Jeehee Pyo; Haneul Lee; Minsu Ock,the plocc affiliated co; university of ulsan co; asan medical institute of co,
40063607,Response to pembrolizumab in advanced prostate cancer with predictive biomarkers.,2025-03-10,Maha Hussain; David J VanderWeele,robert h lurie co,
40063535,Efficacy of disitamab vedotin (RC48) for previously treated human epidermal growth factor receptor 2-positive breast cancer with symptomatic brain metastases: a case report and review of the literature.,2025-03-04,Can Yang; Jia Jiang,second clinical co,
40063511,A Nonviral Approach to Generate Transient Chimeric Antigen Receptor T Cells Using mRNA for Cancer Immunotherapy.,2025-02-21,Liang Hu; Robert Berahovich; Yanwei Huang; Shiming Zhang; Jinying Sun; Xianghong Liu; Hua Zhou; Shirley Xu; Haoqi Li; Vita Golubovskaya; Lijun Wu,ProMab Biotechnologies.; ProMab Biotechnologies; john@promab.com.; ProMab Biotechnologies; vita.gol@promab.com.,
40063360,Mechanistic Insights into SENP1 and OCT4 Interaction in Promoting Drug Resistance and Stem Cell Features in Colon Cancer.,2025-03-10,Jing Chen,nanchang medical co,
40063314,Integrative Phosphoproteomic and Metabolomic Analysis of Disruption of Metabolic Homeostasis in Breast Cancer: A Pilot Study.,2025-03-10,Yicong Niu; Xinliang Zhu; Dachang Ma; Qing Pan; Xun Li,the first clinical medical co,
40063169,Correction to: Radiation-induced changes in salivary metabolite profile and pathways in head and neck cancer patients.,2025-03-10,Saga Ramsay; Eelis Hyvärinen; Arja M Kullaa,the wellbeing services co,
40063100,Preclinical investigation of anti-tumor efficacy of allogeneic natural killer cells combined with cetuximab for head and neck squamous cell carcinoma.,2025-03-10,Chaeyeon Kim; Mina Han; Gamin Kim; Wonrak Son; Jeongah Kim; Minchan Gil; Yong-Hee Rhee; Nam Suk Sim; Chang Gon Kim; Hye Ryun Kim,nkmax co.; yonsei university co,
40063049,Cell-based Immunotherapy in Esophageal Cancer.,2025-03-10,Amirhossein Soleymanzadeh; Sama Kazemi; Hanieh Saadati-Maleki; Sanaz Masoudi; Arash Ghasemi; Manouchehr Fadaee,student research co,
40062998,Safe prescribing in cancer patients during the COVID-19 pandemic and outcomes following restart of cancer care following SARS-CoV-2 infection: The COV-SPOT initiative.,2025-03-10,Grisma Patel; James Clark; Hari Panneerselvam,university co; imperial co; hereford co,
40062947,A Nd-Yb ratiometric luminescent nanothermometer for assessing thermal resistance discrepancies between A549 and BEAS-2B cells to achieve selective hyperthermia.,2025-03-10,Qingbing Wang,"Department of Interventional Radiology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, 197, Rui Jin Er Road, Shanghai, 200025, P.R. China. wqb12049@rjh.com.cn.",
40062717,Radionuclide-activated luminescence for cancer theranostics.,2025-03-10,Xianzhong Zhang,peking union medical co,
40062689,Depth of Response From Fixed-Duration Treatment Is Associated With Superior Survival in Waldenstrom Macroglobulinemia.,2025-03-10,Jonas Paludo; Jithma P Abeykoon; Levi D Pederson; Saurabh S Zanwar; Prashant Kapoor; Thomas M Habermann; Thomas E Witzig; Robert A Kyle; Morie A Gertz; Susan M Geyer; Stephen M Ansell,roche,
40062648,Venetoclax Combined With Chemotherapy in Pediatric and Adolescent/Young Adult Patients With Relapsed/Refractory Acute Lymphoblastic Leukemia.,2025-03-10,Maureen M O'Brien; Gauri Sunkersett; Maika Onishi; Diana R Dunshee; Xin Chen; Kristina Unnebrink; Deeksha Vishwamitra; Fengjiao Dunbar; Mohamed Badawi; Jeremy A Ross,abbvie deutschland; university of cincinnati co; abbvie inc; genentech inc,
40062635,Outcomes of Second Resection Following Conventional Initial Transurethral Resection of Bladder Tumors.,2025-03-10,Song Xu; Mengxin Lu; Zhonghua Yang; Hang Zheng,hubei medical quality co,
40062542,Real-World Outcomes of Relapsed/Refractory Core-Binding Factor Acute Myeloid Leukemia: A COMMAND Registry Study.,2025-03-10,Joanna Cwykiel; Oluwatobi Odetola; Yasmin Abaza; Meaghan Standridge; Guru Subramanian Guru Murthy,medical co; lurie co,
40062518,Spatial-Temporal Diversity of Extrachromosomal DNA Shapes Urothelial Carcinoma Evolution and Tumor-Immune Microenvironment.,2025-03-11,Conghui Li; Xiaoguang Pan; Yongwei Li; Bishoy M Faltas; Jacob B Hansen; Birgitte Regenberg; Peng Han,weill co; university of co; qindao university medical co,
40062505,Radiation-Enhanced AF1q Moves Center Stage as a Key Driver to Favorable Tumor Stage in Rectal Cancer Patients.,2025-03-01,Georg Oberhuber; William Tse,piz-patho im zentrum gmbh; case co,
40062439,Exploration of Circadian Clock-Related Genes in the Pathogenesis of Psoriatic Arthritis to Identify Potential Therapeutic Targets From Multi-Omics Insight: A Mendelian Randomization Study.,2025-03-01,Aimei Liu,the second affiliated hospital of chengdu medical co,
40062331,Multiple primary cancers with gastrointestinal malignant tumors as the first manifestation: Three case reports and review of literature.,2025-02-28,Xin-Ran Bi; Shuang-Yan Zhao; Yu-Qi Ma; Hong-Yi Cai,"the first clinical medical co; Department of Radiotherapy Center, Gansu Provincial Hospital, Lanzhou 730000, Gansu Province, China. gschy333@163.com.",
40062110,Prognostic Evaluation Tools to Facilitate Advance Care Planning in Two Older Patients With Terminal Cancer: A Report of Two Cases.,2025-02-01,Toshihiro Yamagata; Tomoya Oizumi; Shigeto Mashiko; Katsutoshi Furukawa,division of geriatric and co,
40061999,Analysis of risk factors for dysphagia in patients after laparoscopic radical gastrectomy.,2025-02-27,Chao Liang,"Department of Gastrointestinal Surgery, The Affiliated Lihuili Hospital, Ningbo University, Ningbo 315000, Zhejiang Province, China. movingstar-lchao@163.com.",
40061987,Distant metastasis in the right inguinal area from gastric cancer: A case report.,2025-02-27,Mo-Jin Wang,"Gastric Cancer Center, West China Hospital, Sichuan University, Chengdu 610041, Sichuan Province, China. wangmojin2001@163.com.",
40061972,Programmed cell death receptor 1 inhibitor Pembrolizumab in the treatment of advanced gastric cancer.,2025-02-27,Yan Jiao,"Department of Hepatobiliary and Pancreatic Surgery, General Surgery Center, The First Hospital of Jilin University, Changchun 130021, Jilin Province, China. lagelangri1@126.com.",
40061967,Parameter changes and influencing factors in sixty patients with interventional surgery for liver cancer diagnoses.,2025-02-27,Jun Deng,"Department of Interventional, Affiliated Wuxi Fifth Hospital of Jiangnan University (The Fifth People's Hospital of Wuxi), Wuxi 214000, Jiangsu Province, China. dengjun770626@sohu.com.",
40061902,Updated review on novel therapies and ongoing clinical trials for high-risk non-muscle invasive bladder cancer.,2025-01-01,Brett Wiesen; Paige Hargis; Hunter Flores; Janet Kukreja,university of co,
40061739,Evaluating the Efficacy of Ozone Therapy and Low-Level Laser Therapy in Treating Premalignant and Malignant Lesions: A Systematic Review.,2024-12-01,E Gracelin Ranjitha; Shruthi Sridhar; Angeline Deepthi; J John H Deepak,rajas dental co,
40061692,Unlocking the Therapeutic Benefits of Artemisia Annua: A Comprehensive Overview of its Medicinal Properties.,2024-12-01,Bhuminathan Swamikannu; Vidhya Rekha Umapathy; M S Nandini; Anin G S Queency Stylin; V Vimalarani; Suba Rajinikanth,sri lalithambigai medical co; sree balaji medical co; sree balaji dental co; thai moogambigai dental co,
40061690,Modulatory Effects of Gingerol in Cancer Cell Growth Through Activation and Suppression of Signal Pathways in Cancer Cell Growth Systemic Review.,2024-12-01,J Juvaid Noor; R Sindhu; A Banu Jothi; D Prabu; M Raj Mohan; Dinesh Dhamodhar; Lubna Fathima; R Haripriya,srm dental co,
40061651,Deubiquitinases and Cancer.,2024-12-01,Preethi Murali; B Kavitha; Malathi Narasimhan,meenakshi ammal dental co; sri ramachandra dental co,
40061643,After Effects of Radiation on the Caries Status of Head and Neck Cancer Patients - A Six-Month Clinical Trial.,2024-12-01,Upasana Reddy; Mithra N Hegde; Aditya Shetty,department of co,
40061592,"Traditional Chinese medicine for chronic atrophic gastritis: Efficacy, mechanisms and targets.",2025-03-07,Yu-Ning Bai,"Department of Gastroenterology, Guang'anmen Hospital, China Academy of Chinese Medical Sciences, Beijing 100053, China. byn-1973@163.com.",
40061566,Harnessing transcriptional regulation of alternative end-joining to predict cancer treatment.,2025-03-01,Rosario T Sanz; Guillermo Pablo Vicent; Inés Guix; Mary Helen Barcellos-Hoff,spanish national research co; department of radiation oncology and helen diller family co,
40061458,Case report of stage IIIC low-grade serous ovarian cancer in a 13-year-old female treated with novel therapy.,2025-04-01,Ishara Handagala; Jennifer Gordon; Colin NewBill; Charles Anderson,willamette valley cancer institute and research center 520 co; pathology co,
40061165,Prognostic Value of Changes in Combined Child-Pugh Class and ALBI Grade in Hepatocellular Carcinoma Treated with Transcatheter Intra-Arterial Therapy Plus Targeted Therapy and PD-(L)1 Inhibitors.,2025-01-01,Xiaoyu Huang; Xiaojing Cao; Yaqing Kong; Fan Tang; Tianhao Cong; Xiang Zhou,chinese academy of medical sciences and peking union medical co,
40061143,Implications of noncoding RNAs for cancer therapy: Are we aiming at the right targets?,2025-01-01,Amil Shah,university of british co,
40061135,Herbal based nanoparticles as a possible and potential treatment of cancer: a review.,2025-01-01,Md Sabir Alam,sgt co,
40061103,Midostaurin-associated perimyocarditis: a case report of severe cardiotoxicity of novel targeted treatments for acute myeloid leukaemia and review of the literature.,2025-03-01,Alev Kalkan; Lenhard Pennig; Roman Pfister; Oliver A Cornely; Jannik Stemler,faculty of medicine and university hospital co,
40060949,Optimizing drug sensitivity assays in patient-derived tumor organoids: a comparison of IC50 estimation methods and experimental parameters.,2025-01-01,Hong Kai Lee; Suyao Xie; Wei Shen; Mingliang You; Chongyang Shen; Huayang Xing,hangzhou aimingmed technologies co.,
40060766,Endoluminal photodynamic therapy with a photoreactive stent-based catheter system to treat malignant colorectal obstruction.,2025-03-01,Seung Jin Eo; Dae Sung Ryu; Ji Won Kim; Song Hee Kim; Jin Hee Noh; Yuri Kim; Seokin Kang; Jung-Hoon Park; Do Hoon Kim,asan medical center university of ulsan co; ilsan paik hospital inje university co; department of co,
40060761,Unleashing the potential of mRNA: Overcoming delivery challenges with nanoparticles.,2025-03-01,Qiang Chen; Ku-Geng Huo; Yi Niu; Zi-Hao Jiang; Shu-Xin Han; Jin-Yao Li,Cyagen Biosciences (Guangzhou) Inc. Guangzhou Guangdong China.; xinjiang key laboratory of biological resources and genetic engineering co,
40060758,Wearable photobiomodulation halts thyroid cancer growth by leveraging thyroid photosensitivity.,2025-03-01,Tian Long,mudi meng honors co,
40060732,"Management of gastrointestinal bleed in the intensive care setting, an updated literature review.",2025-03-09,Vignesh K Nagesh,"Department of Internal Medicine, Palisades Medical Center, North Bergen, NJ 07047, United States. vgneshkrishnan@gmail.com.",
